0,0,
-2825,1800,
-1741,1861,
-1021,1800,
-1797,3355,
-2836,1721,
-2825,1801,
-2083,3373,
-1021,1781,
-1570,2585,portcullis start,
-1487,2105,
-1534,1736,
-1746,1465,
-2156,1326,
-2673,1362,
-1722,3056,
-1714,1861,portcullis end,
-1881,3121,
